COMP_TYPE,COMP_LOC,YEAR,RACE_DATE,RACE_TEMP,RACE_HUMID,M_W,EVENT,STAGE,RACE_NB,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_AGE,100M,200M,300M,400M,500M,600M,700M,800M,900M,1000M,1100M,1200M,1300M,1400M,1500M
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Birke HAYLOM,ETH,18.0,16.99,32.88,47.94,1:03.37,1:20.22,1:37.09,1:54.79,2:11.66,2:28.70,2:45.79,3:02.70,3:18.74,3:34.13,3:50.03,4:06.27
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Maia RAMSDEN,NZL,22.0,16.89,33.18,49.48,1:05.26,1:21.82,1:38.59,1:55.85,2:12.81,2:29.61,2:46.66,3:03.40,3:19.64,3:35.75,3:51.34,4:06.88
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Lucia STAFFORD,CAN,26.0,16.73,32.96,49.25,1:05.10,1:21.72,1:38.43,1:55.89,2:12.73,2:29.30,2:46.25,3:03.28,3:19.35,3:35.47,3:51.90,4:08.90
indoor,Glasgow (GBR),2024,3 March 2024,,,women,1500-metres,final,1.0,Esther GUERRERO,ESP,34.0,16.69,32.72,49.18,1:05.04,1:21.50,1:38.37,1:55.49,2:12.23,2:29.09,2:46.07,3:02.98,3:19.54,3:36.80,3:54.12,4:12.33
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,1.0,Axumawit EMBAYE,ETH,27.0,17.48,33.53,49.96,1:06.07,1:22.94,1:39.93,1:56.78,2:13.41,2:29.93,2:46.48,3:02.95,3:19.17,3:35.13,3:49.64,4:04.83
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,1.0,Winnie NANYONDO,UGA,29.0,16.74,33.04,49.43,1:06.01,1:22.81,1:39.66,1:56.51,2:13.26,2:29.81,2:46.32,3:02.80,3:19.10,3:35.46,3:50.78,4:06.11
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,1.0,Claudia Mihaela BOBOCEA,ROU,30.0,16.67,32.94,49.32,1:05.76,1:22.47,1:39.29,1:56.13,2:12.98,2:29.67,2:46.27,3:02.69,3:19.04,3:35.23,3:50.84,4:06.66
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,1.0,Linden HALL,AUS,31.0,17.25,33.28,49.73,1:05.80,1:22.67,1:39.62,1:56.35,2:13.08,2:29.75,2:46.37,3:02.75,3:19.08,3:35.38,3:51.09,4:06.69
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,1.0,Erin WALLACE,GBR,22.0,17.18,33.65,50.09,1:06.32,1:23.16,1:40.00,1:56.96,2:13.97,2:30.33,2:47.04,3:03.53,3:20.34,3:37.59,3:54.93,4:12.46
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,1.0,Anjelina Nadai LOHALITH,ART,27.0,17.05,33.40,49.88,1:06.53,1:23.57,1:41.16,1:58.97,2:17.67,2:36.93,2:56.69,3:16.33,3:36.41,3:55.78,4:15.24,4:34.72
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,2.0,Hirut MESHESHA,ETH,21.0,16.57,32.39,48.75,1:05.52,1:22.42,1:39.41,1:56.51,2:13.18,2:29.46,2:45.94,3:02.35,3:18.86,3:35.53,3:50.74,4:05.75
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,2.0,Josette NORRIS,USA,26.0,16.71,32.86,48.93,1:05.60,1:22.63,1:39.50,1:56.74,2:13.94,2:29.69,2:46.84,3:02.52,3:19.12,3:35.74,3:51.31,4:06.27
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,2.0,Alma Delia CORTES,MEX,24.0,16.32,32.16,48.62,1:05.39,1:22.39,1:39.60,1:56.98,2:13.78,2:30.55,2:47.36,3:03.92,3:20.64,3:37.53,3:54.37,4:10.95
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,2.0,Aurore FLEURY,FRA,28.0,17.19,33.26,49.37,1:05.88,1:22.86,1:39.75,1:56.86,2:13.50,2:30.11,2:47.19,3:03.16,3:19.55,3:36.25,3:53.35,4:12.20
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,2.0,Sarah HEALY,IRL,21.0,17.00,33.21,49.60,1:06.13,1:23.11,1:40.08,1:57.11,2:13.73,2:30.30,2:47.23,3:04.19,3:20.90,3:38.05,3:55.27,4:12.44
indoor,Belgrade (SRB),2022,18 March 2022,,,women,1500-metres,heats,2.0,Gresa BAKRAQI,KOS,27.0,17.69,34.75,52.05,1:09.51,1:27.10,1:45.19,2:03.39,2:22.30,2:40.82,2:59.24,3:17.28,3:35.61,3:53.63,4:11.06,4:28.40
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,1.0,Teddese LEMI,ETH,23.0,15.90,32.06,47.82,1:03.51,1:17.02,1:31.41,1:45.42,1:59.88,2:14.07,2:28.14,2:42.37,2:56.48,3:10.73,3:24.72,3:38.25
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,1.0,Jakob INGEBRIGTSEN,NOR,21.0,16.36,32.65,48.50,1:03.07,1:17.46,1:31.38,1:45.58,1:59.66,2:13.82,2:27.94,2:41.97,2:56.40,3:10.49,3:24.55,3:38.42
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,1.0,Joshua THOMPSON,USA,29.0,15.69,31.74,47.62,1:02.32,1:16.85,1:30.93,1:45.50,1:59.93,2:14.24,2:32.33,2:42.53,2:56.91,3:11.31,3:28.68,3:38.61
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,1.0,Michał ROZMYS,POL,27.0,15.37,31.61,47.33,1:01.97,1:16.60,1:30.67,1:45.20,1:59.69,2:13.95,2:28.19,2:42.18,2:56.52,3:10.93,3:24.79,3:38.61
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,1.0,Ismael DEBJANI,BEL,31.0,15.79,31.84,47.47,1:01.99,1:16.29,1:30.59,1:44.99,1:59.59,2:13.65,2:28.03,2:42.27,2:56.75,3:11.05,3:25.24,3:39.47
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,1.0,Saúl ORDÓÑEZ,ESP,28.0,16.03,32.12,47.93,1:02.84,1:17.27,1:31.48,1:45.69,2:00.05,2:14.18,2:28.58,2:42.77,2:57.10,3:12.04,3:27.46,3:43.67
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,1.0,Luke MCCANN,IRL,24.0,16.22,32.22,48.25,1:03.17,1:17.55,1:34.23,1:46.12,2:00.31,2:14.42,2:30.55,2:42.65,2:56.82,3:11.94,3:27.28,3:44.03
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,2.0,Neil GOURLEY,GBR,27.0,15.26,31.72,48.38,1:04.60,1:20.85,1:36.69,1:51.88,2:06.61,2:21.12,2:35.23,2:49.13,3:03.00,3:16.25,3:29.03,3:42.79
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,2.0,Robert FARKEN,GER,24.0,15.16,31.52,48.21,1:04.29,1:20.44,1:36.38,1:51.82,2:06.55,2:20.90,2:34.83,2:48.76,3:02.77,3:15.94,3:29.24,3:43.10
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,2.0,Ignacio FONTES,ESP,24.0,15.91,31.00,47.69,1:04.11,1:20.20,1:36.19,1:51.54,2:06.28,2:20.68,2:34.95,2:49.03,3:02.85,3:16.12,3:31.11,3:43.75
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,2.0,Charles GRETHEN,LUX,30.0,14.97,31.38,48.09,1:04.44,1:20.64,1:36.60,1:51.76,2:06.44,2:20.99,2:34.86,2:48.95,3:02.87,3:15.99,3:29.55,3:44.87
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,2.0,Eric NZIKWINKUNDA,BDI,25.0,14.91,31.17,47.87,1:04.17,1:20.29,1:36.21,1:51.72,2:06.41,2:20.92,2:35.06,2:48.99,3:03.02,3:16.76,3:30.87,3:46.02
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,2.0,Abdelati EL GUESSE,MAR,29.0,15.10,31.26,47.98,1:04.37,1:20.55,1:36.46,1:52.01,2:06.65,2:21.11,2:35.33,2:49.31,3:04.03,3:17.71,3:32.21,3:47.43
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,2.0,Nesim AMSELLEK,ITA,23.0,15.02,31.59,48.36,1:04.79,1:20.76,1:36.88,1:52.54,2:07.63,2:22.65,2:37.66,2:52.97,3:08.81,3:24.57,3:40.02,3:55.51
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,2.0,Gaylord SILLY,SEY,36.0,15.43,31.92,48.63,1:04.78,1:21.06,1:36.97,1:52.70,2:08.00,2:23.26,2:38.60,2:54.01,3:09.73,3:25.71,3:41.35,3:57.16
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,3.0,Samuel TEFERA,ETH,22.0,16.18,30.11,44.34,58.59,1:13.28,1:28.10,1:42.93,1:57.54,2:11.74,2:26.52,2:41.31,2:55.94,3:10.11,3:23.67,3:37.05
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,3.0,Pietro ARESE,ITA,22.0,15.87,30.42,44.83,59.25,1:13.63,1:28.36,1:43.25,1:57.88,2:12.54,2:27.33,2:41.70,2:55.95,3:10.18,3:23.69,3:37.31
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,3.0,Isaac NADER,POR,23.0,15.68,30.32,44.62,59.18,1:13.76,1:28.64,1:43.46,1:58.18,2:12.37,2:27.13,2:41.83,2:56.17,3:10.38,3:23.95,3:37.60
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,3.0,Samuel PRAKEL,USA,27.0,15.24,30.17,44.10,58.70,1:13.49,1:28.95,1:43.06,1:58.86,2:12.23,2:26.84,2:41.63,2:56.35,3:10.68,3:23.83,3:38.69
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,3.0,Federico BRUNO,ARG,29.0,15.07,29.37,43.99,58.48,1:13.18,1:27.99,1:42.76,1:57.50,2:11.93,2:26.54,2:41.41,2:56.03,3:10.49,3:24.61,3:39.34
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,3.0,Jack ANSTEY,AUS,25.0,16.18,30.70,45.02,59.45,1:14.01,1:28.91,1:43.60,1:58.23,2:12.68,2:27.47,2:42.18,2:56.31,3:12.22,3:28.35,3:46.68
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,3.0,George MILLS,GBR,23.0,15.50,29.84,44.44,58.78,1:13.85,1:29.00,1:43.94,1:58.91,2:13.60,2:28.61,2:43.90,2:59.30,3:15.02,3:31.02,3:47.41
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,4.0,Abel KIPSANG,KEN,25.0,13.32,28.62,41.22,55.73,1:10.38,1:25.16,1:40.46,1:55.91,2:10.75,2:25.94,2:41.22,2:56.03,3:10.72,3:24.73,3:37.67
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,4.0,Oliver HOARE,AUS,25.0,13.85,27.76,42.43,56.99,1:11.61,1:26.14,1:41.11,1:56.20,2:11.17,2:26.08,2:41.28,2:56.20,3:10.91,3:24.73,3:38.43
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,4.0,Abdelatif SADIKI,MAR,23.0,14.15,28.14,42.83,57.42,1:12.15,1:26.89,1:41.61,1:56.51,2:11.42,2:26.53,2:41.56,2:56.32,3:11.08,3:25.43,3:39.38
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,4.0,Cameron PROCEVIAT,CAN,28.0,14.06,27.98,42.54,57.06,1:11.78,1:27.33,1:41.30,1:56.21,2:11.52,2:27.67,2:41.76,2:56.78,3:11.59,3:25.96,3:40.47
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,4.0,Andrew COSCORAN,IRL,26.0,14.08,28.01,43.81,57.33,1:12.07,1:26.75,1:41.51,1:55.87,2:10.93,2:26.27,2:41.65,2:56.61,3:11.29,3:25.85,3:40.53
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,4.0,Simas BERTAŠIUS,LTU,28.0,14.34,28.35,43.09,58.03,1:12.79,1:27.74,1:42.74,1:57.95,2:13.28,2:29.01,2:44.85,3:01.00,3:18.06,3:33.33,3:48.48
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,4.0,Abraham GUEM,SSD,23.0,14.58,28.22,42.83,1:00.14,1:12.71,1:27.79,1:43.38,1:59.24,2:15.42,2:31.91,2:47.96,3:03.58,3:19.36,3:34.24,3:48.82
indoor,Belgrade (SRB),2022,19 March 2022,,,men,1500-metres,heats,4.0,Alaa ALGORNI,LBA,28.0,14.26,28.25,42.97,57.91,1:13.01,1:28.34,1:44.30,2:00.59,2:17.35,2:34.45,2:51.89,3:09.08,3:26.52,3:42.98,3:59.50
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Gudaf TSEGAY,ETH,25.0,15.35,30.58,46.00,1:01.83,1:17.87,1:33.99,1:50.09,2:06.17,2:22.12,2:38.21,2:54.30,3:10.28,3:26.21,3:41.86,3:57.19
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Axumawit EMBAYE,ETH,27.0,16.28,31.42,46.70,1:02.46,1:18.58,1:35.06,1:51.96,2:08.73,2:25.24,2:41.68,2:58.30,3:14.38,3:30.15,3:46.09,4:02.29
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Hirut MESHESHA,ETH,21.0,16.15,31.49,46.75,1:02.56,1:18.78,1:35.16,1:52.01,2:08.85,2:25.06,2:41.56,2:58.39,3:14.45,3:30.52,3:46.76,4:03.39
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Winnie NANYONDO,UGA,29.0,15.73,31.38,47.23,1:02.99,1:19.35,1:36.99,1:52.52,2:09.90,2:25.96,2:42.88,2:59.72,3:16.23,3:32.35,3:48.64,4:04.60
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Josette NORRIS,USA,26.0,15.95,31.71,47.08,1:02.78,1:20.73,1:35.25,1:52.27,2:09.81,2:25.92,2:42.42,2:59.17,3:15.67,3:32.24,3:48.75,4:04.71
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Linden HALL,AUS,31.0,16.55,32.61,48.05,1:03.96,1:20.38,1:36.95,1:53.63,2:10.45,2:27.11,2:43.96,3:00.83,3:17.62,3:34.62,3:51.34,4:06.34
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Heather MACLEAN,USA,27.0,16.12,32.01,48.83,1:03.68,1:20.28,1:37.07,1:53.82,2:13.37,2:27.61,2:44.46,3:00.90,3:17.46,3:34.30,3:50.42,4:06.38
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Lucia STAFFORD,CAN,24.0,16.37,32.29,48.09,1:04.17,1:20.64,1:37.48,1:54.62,2:11.47,2:28.39,2:45.14,3:01.83,3:18.30,3:34.49,3:50.38,4:06.41
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Claudia Mihaela BOBOCEA,ROU,30.0,15.84,31.56,47.33,1:03.40,1:20.17,1:37.17,1:54.75,2:11.18,2:28.04,2:45.12,3:02.23,3:19.23,3:36.28,3:53.08,4:09.64
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Marta PÉREZ,ESP,29.0,16.58,32.50,48.35,1:04.40,1:20.91,1:37.83,1:54.88,2:11.75,2:28.68,2:45.81,3:02.63,3:19.50,3:35.99,3:52.93,4:10.23
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Sara KUIVISTO,FIN,31.0,16.20,32.11,47.89,1:03.70,1:20.48,1:39.03,1:54.48,2:11.34,2:28.26,2:45.47,3:02.98,3:20.51,3:38.25,3:55.42,4:12.79
indoor,Belgrade (SRB),2022,19 March 2022,,,women,1500-metres,final,1.0,Alma Delia CORTES,MEX,24.0,16.00,31.37,47.04,1:03.18,1:20.04,1:37.03,1:54.34,2:11.65,2:29.14,2:46.48,3:03.89,3:21.66,3:39.17,3:56.47,4:13.71
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Samuel TEFERA,ETH,22.0,14.55,27.99,42.13,56.16,1:10.61,1:25.14,1:39.65,1:54.15,2:08.57,2:22.82,2:37.01,2:51.27,3:05.41,3:19.23,3:32.77
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Jakob INGEBRIGTSEN,NOR,21.0,14.24,27.72,41.83,55.81,1:10.24,1:24.73,1:39.21,1:54.34,2:08.36,2:22.84,2:36.77,2:51.16,3:05.31,3:19.08,3:33.02
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Abel KIPSANG,KEN,25.0,13.76,27.60,41.71,55.98,1:10.37,1:24.89,1:39.35,1:54.01,2:08.74,2:23.41,2:37.46,2:51.89,3:06.00,3:21.20,3:33.36
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Teddese LEMI,ETH,23.0,13.94,27.85,42.14,56.31,1:10.78,1:25.28,1:39.79,1:54.48,2:08.88,2:23.31,2:37.29,2:51.79,3:05.94,3:19.70,3:33.59
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Oliver HOARE,AUS,25.0,14.54,28.05,42.30,56.51,1:11.06,1:25.51,1:40.02,1:54.78,2:09.14,2:24.37,2:38.80,2:51.93,3:07.03,3:20.83,3:34.36
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Neil GOURLEY,GBR,27.0,14.48,28.51,42.71,57.04,1:11.62,1:26.03,1:40.58,1:55.39,2:09.73,2:24.08,2:38.00,2:52.34,3:06.74,3:21.05,3:35.87
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Michał ROZMYS,POL,27.0,14.66,28.81,42.92,57.18,1:11.86,1:26.39,1:40.93,1:55.39,2:10.37,2:25.34,2:39.58,2:53.84,3:07.77,3:22.12,3:36.71
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Pietro ARESE,ITA,22.0,16.06,29.21,43.54,57.92,1:12.31,1:26.44,1:41.06,1:57.26,2:10.80,2:26.02,2:40.87,2:55.47,3:10.08,3:23.96,3:37.60
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Samuel PRAKEL,USA,27.0,14.88,28.95,43.14,57.60,1:12.26,1:26.73,1:41.66,1:56.12,2:11.00,2:25.94,2:40.42,2:55.39,3:10.46,3:25.66,3:38.40
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Isaac NADER,POR,23.0,14.99,29.12,43.22,57.80,1:12.43,1:26.89,1:41.75,1:56.31,2:11.07,2:25.78,2:40.64,2:55.33,3:10.28,3:24.59,3:39.97
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Robert FARKEN,GER,24.0,14.46,28.92,42.57,1:00.11,1:11.49,1:26.34,1:40.49,1:55.30,2:10.24,2:25.35,2:40.35,2:55.28,3:10.22,3:25.55,3:41.29
indoor,Belgrade (SRB),2022,20 March 2022,,,men,1500-metres,final,1.0,Joshua THOMPSON,USA,29.0,14.75,28.77,43.01,57.44,1:12.06,1:26.62,1:41.50,1:56.65,2:11.51,2:26.28,2:41.48,2:56.49,3:11.79,3:27.42,3:44.48
